Reading Count,Sensor Value,,,,,,,,,,,,,,,,,,,,,,,,
417,115,,,,,,,,,,,,,,,,,,,,,,,,
418,116,,,,,,,,,,,,,,,,,,,,,,,,
419,116,,,,,,,,,,,,,,,,,,,,,,,,
420,116,,,,,,,,,,,,,,,,,,,,,,,,
421,117,,,,,,,,,,,,,,,,,,,,,,,,
422,116,,,,,,,,,,,,,,,,,,,,,,,,
423,115,,,,,,,,,,,,,,,,,,,,,,,,
424,116,,,,,,,,,,,,,,,,,,,,,,,,
425,116,,,,,,,,,,,,,,,,,,,,,,,,
426,115,,,,,,,,,,,,,,,,,,,,,,,,
427,190,,,,,,,,,,,,,,,,,,,,,,,,
428,115,,,,,,,,,,,,,,,,,,,,,,,,
429,116,,,,,,,,,,,,,,,,,,,,,,,,
430,116,,,,,,,,,,,,,,,,,,,,,,,,
431,115,,,,,,,,,,,,,,,,,,,,,,,,
432,117,,,,,,,,,,,,,,,,,,,,,,,,
433,115,,,,,,,,,,,,,,,,,,,,,,,,
434,115,,,,,,,,,,,,,,,,,,,,,,,,
435,115,,,,,,,,,,,,,,,,,,,,,,,,
436,116,,,,,,,,,,,,,,,,,,,,,,,,
437,116,,,,,,,,,,,,,,,,,,,,,,,,
438,187,,,,,,,,,,,,,,,,,,,,,,,,
439,116,,,,,,,,,,,,,,,,,,,,,,,,
440,115,,,,,,,,,,,,,,,,,,,,,,,,
441,115,,,,,,,,,,,,,,,,,,,,,,,,
442,115,,,,,,,,,,,,,,,,,,,,,,,,
443,117,,,,,,,,,,,,,,,,,,,,,,,,
444,116,,,,,,,,,,,,,,,,,,,,,,,,
445,116,,,,,,,,,,,,,,,,,,,,,,,,
446,115,,,,,,,,,,,,,,,,,,,,,,,,
447,116,,,,,,,,,,,,,,,,,,,,,,,,
448,115,,,,,,,,,,,,,,,,,,,,,,,,
449,181,,,,,,,,,,,,,,,,,,,,,,,,
450,115,,,,,,,,,,,,,,,,,,,,,,,,
451,115,,,,,,,,,,,,,,,,,,,,,,,,
452,114,,,,,,,,,,,,,,,,,,,,,,,,
453,113,,,,,,,,,,,,,,,,,,,,,,,,
454,116,,,,,,,,,,,,,,,,,,,,,,,,
455,114,,,,,,,,,,,,,,,,,,,,,,,,
456,113,,,,,,,,,,,,,,,,,,,,,,,,
457,115,,,,,,,,,,,,,,,,,,,,,,,,
458,116,,,,,,,,,,,,,,,,,,,,,,,,
459,117,,,,,,,,,,,,,,,,,,,,,,,,
460,179,,,,,,,,,,,,,,,,,,,,,,,,
461,119,,,,,,,,,,,,,,,,,,,,,,,,
462,120,,,,,,,,,,,,,,,,,,,,,,,,
463,120,,,,,,,,,,,,,,,,,,,,,,,,
464,120,,,,,,,,,,,,,,,,,,,,,,,,
465,122,,,,,,,,,,,,,,,,,,,,,,,,
466,120,,,,,,,,,,,,,,,,,,,,,,,,
467,120,,,,,,,,,,,,,,,,,,,,,,,,
468,120,,,,,,,,,,,,,,,,,,,,,,,,
469,121,,,,,,,,,,,,,,,,,,,,,,,,
470,121,,,,,,,,,,,,,,,,,,,,,,,,
471,163,,,,,,,,,,,,,,,,,,,,,,,,
472,121,,,,,,,,,,,,,,,,,,,,,,,,
473,121,,,,,,,,,,,,,,,,,,,,,,,,
474,121,,,,,,,,,,,,,,,,,,,,,,,,
475,121,,,,,,,,,,,,,,,,,,,,,,,,
476,121,,,,,,,,,,,,,,,,,,,,,,,,
477,121,,,,,,,,,,,,,,,,,,,,,,,,
478,121,,,,,,,,,,,,,,,,,,,,,,,,
479,120,,,,,,,,,,,,,,,,,,,,,,,,
480,121,,,,,,,,,,,,,,,,,,,,,,,,
481,121,,,,,,,,,,,,,,,,,,,,,,,,
482,126,,,,,,,,,,,,,,,,,,,,,,,,
483,122,,,,,,,,,,,,,,,,,,,,,,,,
484,121,,,,,,,,,,,,,,,,,,,,,,,,
485,121,,,,,,,,,,,,,,,,,,,,,,,,
486,120,,,,,,,,,,,,,,,,,,,,,,,,
487,122,,,,,,,,,,,,,,,,,,,,,,,,
488,122,,,,,,,,,,,,,,,,,,,,,,,,
489,121,,,,,,,,,,,,,,,,,,,,,,,,
490,121,,,,,,,,,,,,,,,,,,,,,,,,
491,120,,,,,,,,,,,,,,,,,,,,,,,,
492,120,,,,,,,,,,,,,,,,,,,,,,,,
493,121,,,,,,,,,,,,,,,,,,,,,,,,
